"State","DivisionId","DivisionAb","DivisionName","PartyAb","CandidateSurname","Votes"
"QLD",159,"FADD","Fadden","ON","EATHER",8334
"QLD",159,"FADD","Fadden","ALP","STANTON",21882
"QLD",159,"FADD","Fadden","UAPP","KRISCHKER",4968
"QLD",159,"FADD","Fadden","GRN","TURNER",8747
"QLD",159,"FADD","Fadden","LNP","ROBERT",47359
"QLD",159,"FADD","Fadden","FACN","BARBER",1531
"QLD",159,"FADD","Fadden","LDP","WELCH",4391
"QLD",160,"FAIR","Fairfax","","Informal",6715
"QLD",160,"FAIR","Fairfax","IND","AUSTRALIE",1318
"QLD",160,"FAIR","Fairfax","ON","HENSELIN",7661
"QLD",160,"FAIR","Fairfax","SPP","BELCHER",1410
"QLD",160,"FAIR","Fairfax","ALP","McGLONE",20976
"QLD",160,"FAIR","Fairfax","UAPP","COWLING",2987
"QLD",160,"FAIR","Fairfax","GRN","ETHERIDGE",12291
"QLD",160,"FAIR","Fairfax","LNP","O'BRIEN",48451
"QLD",160,"FAIR","Fairfax","FACN","RYAN",1502
"QLD",160,"FAIR","Fairfax","LDP","CADART",1044
"QLD",161,"FISH","Fisher","","Informal",4992
"QLD",161,"FISH","Fisher","LAOL","MONAGHAN",1564
"QLD",161,"FISH","Fisher","ON","PATERSON",8596
"QLD",161,"FISH","Fisher","ALP","PARSELL",22011
"QLD",161,"FISH","Fisher","UAPP","GRAY",3429
"QLD",161,"FISH","Fisher","GRN","BURTON",12289
"QLD",161,"FISH","Fisher","LNP","WALLACE",49567
"QLD",161,"FISH","Fisher","FACN","JESSOP",1592
"QLD",311,"FLYN","Flynn","","Informal",5517
"QLD",311,"FLYN","Flynn","ON","LOHSE",17531
"QLD",311,"FLYN","Flynn","IND","SCOTT",1384
"QLD",311,"FLYN","Flynn","ALP","BEERS",25628
"QLD",311,"FLYN","Flynn","UAPP","HARRIS",3798
"QLD",311,"FLYN","Flynn","LNP","O'DOWD",33894
"QLD",311,"FLYN","Flynn","GRN","BAKER",2744
"QLD",311,"FLYN","Flynn","IND","PETERSON",1994
"QLD",311,"FLYN","Flynn","FACN","HIESLER",2484
"QLD",162,"FORD","Forde","","Informal",4449
"QLD",162,"FORD","Forde","ON","BOWRON",10807
"QLD",162,"FORD","Forde","ALP","HARDMAN",27008
"QLD",162,"FORD","Forde","UAPP","CREIGHTON",3696
"QLD",162,"FORD","Forde","FACN","INNES",2217
"QLD",162,"FORD","Forde","GRN","PETERSEN",7987
"QLD",162,"FORD","Forde","LNP","VAN MANEN",39819
"QLD",163,"GRIF","Griffith","","Informal",2302
"QLD",163,"GRIF","Griffith","ON","DARLINGTON",2109
"QLD",163,"GRIF","Griffith","ALP","BUTLER",30836
"QLD",163,"GRIF","Griffith","UAPP","JULIUS",1444
"QLD",163,"GRIF","Griffith","FACN","MURRAY",850
"QLD",163,"GRIF","Griffith","GRN","CHANDLER-MATHER",23562
"QLD",163,"GRIF","Griffith","LNP","ROBERTS",40816
"QLD",164,"GROO","Groom","","Informal",3160
"QLD",164,"GROO","Groom","ON","KING",12493
"QLD",164,"GROO","Groom","ALP","KAY",17811
"QLD",164,"GROO","Groom","UAPP","LAW",3784
"QLD",164,"GROO","Groom","LNP","McVEIGH",50908
"QLD",164,"GROO","Groom","GRN","NELLIGAN",7598
"QLD",164,"GROO","Groom","FACN","ADRELIUS",2854
"QLD",165,"HERB","Herbert","","Informal",5759
"QLD",165,"HERB","Herbert","AJP","SEVERNS",1585
"QLD",165,"HERB","Herbert","ON","LOHSE",10189
"QLD",165,"HERB","Herbert","KAP","RADECK",9007
"QLD",165,"HERB","Herbert","ALP","O'TOOLE",23393
"QLD",165,"HERB","Herbert","UAPP","DOWLING",5239
"QLD",165,"HERB","Herbert","GRN","BLACKADDER",6721
"QLD",165,"HERB","Herbert","LNP","THOMPSON",34112
"QLD",165,"HERB","Herbert","FACN","DURANT",1671
"QLD",166,"HINK","Hinkler","","Informal",7810
"QLD",166,"HINK","Hinkler","IND","TURAGA",2583
"QLD",166,"HINK","Hinkler","IND","WONE",735
"QLD",166,"HINK","Hinkler","IND","NORMAN",1327
"QLD",166,"HINK","Hinkler","AJP","BYRNES",1391
"QLD",166,"HINK","Hinkler","ON","HUXHAM",13625
"QLD",166,"HINK","Hinkler","ALP","PASCOE",21110
"QLD",166,"HINK","Hinkler","UAPP","ELLUL",4029
"QLD",166,"HINK","Hinkler","GRN","JACKSON",3422
"QLD",166,"HINK","Hinkler","FACN","ERSKINE",1471
"QLD",166,"HINK","Hinkler","LNP","PITT",42374
"QLD",167,"KENN","Kennedy","","Informal",3996
"QLD",167,"KENN","Kennedy","KAP","KATTER",37665
"QLD",167,"KENN","Kennedy","ALP","McGUIRE",15612
"QLD",167,"KENN","Kennedy","UAPP","BERTUCH",6124
"QLD",167,"KENN","Kennedy","FACN","HACKWELL",2532
"QLD",167,"KENN","Kennedy","GRN","BURNESS",4751
"QLD",167,"KENN","Kennedy","LNP","BEVERIDGE",25264
"QLD",168,"LEIC","Leichhardt","","Informal",6160
"QLD",168,"LEIC","Leichhardt","IND","ANDERSON",2562
"QLD",168,"LEIC","Leichhardt","ON","MACDONALD",5428
"QLD",168,"LEIC","Leichhardt","KAP","McCARTHY",7318
"QLD",168,"LEIC","Leichhardt","ALP","FAITH",25846
"QLD",168,"LEIC","Leichhardt","UAPP","SACKLEY",3562
"QLD",168,"LEIC","Leichhardt","GRN","OLIVER",9340
"QLD",168,"LEIC","Leichhardt","LNP","ENTSCH",33753
"QLD",168,"LEIC","Leichhardt","FACN","ASHBY",1976
"QLD",169,"LILL","Lilley","","Informal",3480
"QLD",169,"LILL","Lilley","ON","BELL-HENSELIN",5165
"QLD",169,"LILL","Lilley","ALP","WELLS",34434
"QLD",169,"LILL","Lilley","UAPP","McCLAER",2177
"QLD",169,"LILL","Lilley","GRN","MEYER",13539
"QLD",169,"LILL","Lilley","LNP","CARSWELL",39392
"QLD",169,"LILL","Lilley","SAL","CROOK",743
"QLD",169,"LILL","Lilley","FACN","COLES",1155
"QLD",302,"LONG","Longman","AFN","SCHUBACK",1069
"QLD",302,"LONG","Longman","","Informal",6173
"QLD",302,"LONG","Longman","AUP","YOUNG",965
"QLD",302,"LONG","Longman","ON","THOMSON",13160
"QLD",302,"LONG","Longman","UAPP","MAHER",3344
"QLD",302,"LONG","Longman","ALP","LAMB",33949
"QLD",302,"LONG","Longman","GRN","DEJUN",6684
"QLD",302,"LONG","Longman","FACN","PAULKE",1967
"QLD",302,"LONG","Longman","LNP","YOUNG",38411
"QLD",170,"MARA","Maranoa","","Informal",3813
"QLD",170,"MARA","Maranoa","ON","MOULDEN",13564
"QLD",170,"MARA","Maranoa","KAP","WALLIS",4245
"QLD",170,"MARA","Maranoa","ALP","LITTLE",14427
"QLD",170,"MARA","Maranoa","UAPP","SAUNDERS",3367
"QLD",170,"MARA","Maranoa","GRN","CHIDLEY",3177
"QLD",170,"MARA","Maranoa","LNP","LITTLEPROUD",51950
"QLD",170,"MARA","Maranoa","FACN","CHRISTIANSEN",2030
"QLD",171,"MCPH","McPherson","","Informal",6250
"QLD",171,"MCPH","McPherson","AJP","STEWART",2367
"QLD",171,"MCPH","McPherson","ON","SPELLMAN",5421
"QLD",171,"MCPH","McPherson","ALP","SANTELISES",21138
"QLD",171,"MCPH","McPherson","UAPP","MacKENZIE",3078
"QLD",171,"MCPH","McPherson","FACN","GAFFY",846
"QLD",171,"MCPH","McPherson","GRN","QUINN",10167
"QLD",171,"MCPH","McPherson","LNP","ANDREWS",44634
"QLD",171,"MCPH","McPherson","IND","KAFF",1648
"QLD",171,"MCPH","McPherson","LDP","CROWE",3222
"QLD",172,"MONC","Moncrieff","","Informal",6327
"QLD",172,"MONC","Moncrieff","AJP","FREEMAN",3551
"QLD",172,"MONC","Moncrieff","ON","SIBSON",5920
"QLD",172,"MONC","Moncrieff","ALP","BELL",19822
"QLD",172,"MONC","Moncrieff","UAPP","EILOLA",3419
"QLD",172,"MONC","Moncrieff","FACN","LONG",1152
"QLD",172,"MONC","Moncrieff","GRN","SPAIN",8900
"QLD",172,"MONC","Moncrieff","LNP","BELL",47356
"QLD",172,"MONC","Moncrieff","LDP","GRYPHON",1799
"QLD",173,"MORE","Moreton","","Informal",2799
"QLD",173,"MORE","Moreton","ON","LAWRENCE",3002
"QLD",173,"MORE","Moreton","ALP","PERRETT",31864
"QLD",173,"MORE","Moreton","UAPP","BROWN",2015
"QLD",173,"MORE","Moreton","FACN","NIEASS",1561
"QLD",173,"MORE","Moreton","GRN","O'BRIEN",15189
"QLD",173,"MORE","Moreton","LNP","OWEN",37011
"QLD",174,"OXLE","Oxley","SEP","HEAD",654
"QLD",174,"OXLE","Oxley","ALP","DICK",38501
"QLD",174,"OXLE","Oxley","UAPP","FERGUSON",2368
"QLD",174,"OXLE","Oxley","FACN","MOERLAND",1474
"QLD",174,"OXLE","Oxley","GRN","PURCELL",10535
"QLD",174,"OXLE","Oxley","LNP","BAUER",31290
"QLD",174,"OXLE","Oxley","","Informal",4516
"QLD",174,"OXLE","Oxley","ON","LINDBOM",5701
"QLD",175,"PETR","Petrie","","Informal",3813
"QLD",175,"PETR","Petrie","ON","AAI REDDY",7638
"QLD",175,"PETR","Petrie","ALP","MULHOLLAND",31348
"QLD",175,"PETR","Petrie","UAPP","HOPKINS",3361
"QLD",175,"PETR","Petrie","FACN","FOWLER",1494
"QLD",175,"PETR","Petrie","GRN","KENNEDY",8877
"QLD",175,"PETR","Petrie","LNP","HOWARTH",48879
"QLD",176,"RANK","Rankin","","Informal",7111
"QLD",176,"RANK","Rankin","ON","SCHNEIDER",7261
"QLD",176,"RANK","Rankin","ALP","CHALMERS",35156
"QLD",176,"RANK","Rankin","UAPP","REDDY",3134
"QLD",176,"RANK","Rankin","FACN","ANDREWS",1593
"QLD",176,"RANK","Rankin","GRN","COTTER",7709
"QLD",176,"RANK","Rankin","LNP","PATTISON",26608
"QLD",176,"RANK","Rankin","LDP","DAVIES",2379
"QLD",176,"RANK","Rankin","","MOHAMMAD",1024
"QLD",177,"RYAN","Ryan","","Informal",2369
"QLD",177,"RYAN","Ryan","AJP","WEBB",1854
"QLD",177,"RYAN","Ryan","ON","MILES",2080
"QLD",177,"RYAN","Ryan","ALP","COSSAR",23560
"QLD",177,"RYAN","Ryan","UAPP","CROUCH",1478
"QLD",177,"RYAN","Ryan","GRN","SCHOERMER",19621
"QLD",177,"RYAN","Ryan","LNP","SIMMONDS",46869
"QLD",177,"RYAN","Ryan","FACN","BANKS",964
"QLD",178,"WBAY","Wide Bay","","Informal",4667
"QLD",178,"WBAY","Wide Bay","IND","JEROME",4220
"QLD",178,"WBAY","Wide Bay","ON","VICO",10166
"QLD",178,"WBAY","Wide Bay","ALP","SCANES",20418
"QLD",178,"WBAY","Wide Bay","UAPP","SCHEBELLA",3385
"QLD",178,"WBAY","Wide Bay","GRN","BRYAR",9330
"QLD",178,"WBAY","Wide Bay","LNP","O'BRIEN",44204
"QLD",178,"WBAY","Wide Bay","FACN","SMITH",2149
"QLD",316,"WRIG","Wright","IND","LARKIN",5165
"QLD",316,"WRIG","Wright","","Informal",6269
"QLD",316,"WRIG","Wright","KAP","TOMLINSON",2613
"QLD",316,"WRIG","Wright","ON","O'CALLAGHAN",13576
"QLD",316,"WRIG","Wright","UAPP","WRIGHT",4747
"QLD",316,"WRIG","Wright","ALP","McCREADIE",18155
"QLD",316,"WRIG","Wright","FACN","SMITH",2164
"QLD",316,"WRIG","Wright","GRN","GIRARD",6951
"QLD",316,"WRIG","Wright","LNP","BUCHHOLZ",43522
"SA",179,"ADEL","Adelaide","","Informal",4118
"SA",179,"ADEL","Adelaide","GRN","POCOCK",16853
"SA",179,"ADEL","Adelaide","ALP","GEORGANAS",43163
"SA",179,"ADEL","Adelaide","LP","OSBORN",38753
"SA",179,"ADEL","Adelaide","UAPP","REA",3479
"SA",179,"ADEL","Adelaide","AUD","JAMES",2039
"SA",179,"ADEL","Adelaide","AJP","KANGAS",2894
"SA",180,"BARK","Barker","","Informal",6227
"SA",180,"BARK","Barker","NP","HANNEMANN",2796
"SA",180,"BARK","Barker","GRN","HILLAM",7229
"SA",180,"BARK","Barker","ALP","O'BRIEN",22205
"SA",180,"BARK","Barker","XEN","GLADIGAU",3082
"SA",180,"BARK","Barker","LP","PASIN",61155
"SA",180,"BARK","Barker","UAPP","BACHER",6259
"SA",180,"BARK","Barker","AJP","ECKERMANN",2940
"SA",182,"BOOT","Boothby","","Informal",5453
"SA",182,"BOOT","Boothby","GRN","ROZITIS",13224
"SA",182,"BOOT","Boothby","ALP","CLANCY",38297
"SA",182,"BOOT","Boothby","UAPP","SALERNO",2094
"SA",182,"BOOT","Boothby","LP","FLINT",49973
"SA",182,"BOOT","Boothby","AJP","RUSSELL",2675
"SA",182,"BOOT","Boothby","FACN","CHEOK",868
"SA",182,"BOOT","Boothby","RUA","WONG",603
"SA",182,"BOOT","Boothby","IND","JONES",2843
"SA",183,"GREY","Grey","","Informal",7684
"SA",183,"GREY","Grey","IND","CARMODY",1797
"SA",183,"GREY","Grey","ON","STONE",8990
"SA",183,"GREY","Grey","GRN","CHAMPION",4760
"SA",183,"GREY","Grey","XEN","BROADFOOT",5324
"SA",183,"GREY","Grey","LP","RAMSEY",52392
"SA",183,"GREY","Grey","UAPP","WARREN",3891
"SA",183,"GREY","Grey","AJP","EDGECOMBE",2681
"SA",183,"GREY","Grey","ALP","BOLTON",23612
"SA",185,"HIND","Hindmarsh","","Informal",4924
"SA",185,"HIND","Hindmarsh","FACN","VAID",2052
"SA",185,"HIND","Hindmarsh","GRN","FARRELL",11966
"SA",185,"HIND","Hindmarsh","ALP","BUTLER",46950
"SA",185,"HIND","Hindmarsh","LP","HALL-EVANS",40039
"SA",185,"HIND","Hindmarsh","UAPP","MORRIS",4729
"SA",185,"HIND","Hindmarsh","AJP","KELTY",3219
"SA",186,"KING","Kingston","","Informal",4547
"SA",186,"KING","Kingston","GRN","MORTIER",9764
"SA",186,"KING","Kingston","ALP","RISHWORTH",53655
"SA",186,"KING","Kingston","LP","CURRAN",33650
"SA",186,"KING","Kingston","UAPP","HOSKIN",5270
"SA",186,"KING","Kingston","AJP","SOMERS",3742
"SA",187,"MAKI","Makin","","Informal",5021
"SA",187,"MAKI","Makin","GRN","STEWART",9211
"SA",187,"MAKI","Makin","ALP","ZAPPIA",51666
"SA",187,"MAKI","Makin","LP","DAVE",35087
"SA",187,"MAKI","Makin","UAPP","COLLIS",6874
"SA",187,"MAKI","Makin","AJP","GASTON",3866
"SA",188,"MAYO","Mayo","","Informal",3540
"SA",188,"MAYO","Mayo","GRN","BOURNE",10436
"SA",188,"MAYO","Mayo","ALP","GERHARDY",15390
"SA",188,"MAYO","Mayo","XEN","SHARKIE",38525
"SA",188,"MAYO","Mayo","LP","DOWNER",42426
"SA",188,"MAYO","Mayo","UAPP","CANE",3597
"SA",188,"MAYO","Mayo","AJP","DOWLAND",2302
"SA",325,"SPEN","Spence","IND","HERBERT",5473
"SA",325,"SPEN","Spence","","Informal",6467
"SA",325,"SPEN","Spence","ALP","CHAMPION",51791
"SA",325,"SPEN","Spence","GRN","JURY",7330
"SA",325,"SPEN","Spence","UAPP","FIEDLER",7157
"SA",325,"SPEN","Spence","LP","BOURNE",26252
"SA",325,"SPEN","Spence","AJP","KUHLMANN",3626
"SA",190,"STUR","Sturt","","Informal",6221
"SA",190,"STUR","Sturt","IND","LARCOMBE",2906
"SA",190,"STUR","Sturt","ALP","O'HANLON",32766
"SA",190,"STUR","Sturt","GRN","BOUNDY",12263
"SA",190,"STUR","Sturt","AUP","FULCO",565
"SA",190,"STUR","Sturt","LP","STEVENS",55490
"SA",190,"STUR","Sturt","UAPP","HARDING",2657
"SA",190,"STUR","Sturt","AJP","ROBERTS",1866
"SA",190,"STUR","Sturt","CPP","THOMAS",1219
"TAS",192,"BASS","Bass","","Informal",3240
"TAS",192,"BASS","Bass","LP","ARCHER",29094
"TAS",192,"BASS","Bass","ALP","HART",23878
"TAS",192,"BASS","Bass","AJP","WOODBURY",1667
"TAS",192,"BASS","Bass","NP","COOPER",943
"TAS",192,"BASS","Bass","GRN","HALL",7202
"TAS",192,"BASS","Bass","UAPP","ROARK",3342
"TAS",192,"BASS","Bass","IND","LAMBERT",2607
"TAS",193,"BRAD","Braddon","","Informal",5330
"TAS",193,"BRAD","Braddon","IND","BRAKEY",7619
"TAS",193,"BRAD","Braddon","LP","PEARCE",26513
"TAS",193,"BRAD","Braddon","ALP","KEAY",22434
"TAS",193,"BRAD","Braddon","NP","MILBOURNE",1654
"TAS",193,"BRAD","Braddon","ON","GALLAHER",3879
"TAS",193,"BRAD","Braddon","GRN","PARSONS",3384
"TAS",193,"BRAD","Braddon","UAPP","SPAULDING",2575
"TAS",193,"BRAD","Braddon","IND","SMITH",1203
"TAS",193,"BRAD","Braddon","FACN","ALLAN",712
"TAS",319,"CLAR","Clark","","Informal",1689
"TAS",319,"CLAR","Clark","LP","MARKHAM",11719
"TAS",319,"CLAR","Clark","ALP","McGREGOR",13641
"TAS",319,"CLAR","Clark","GRN","SHAW",6458
"TAS",319,"CLAR","Clark","UAPP","STARKEY",1882
"TAS",319,"CLAR","Clark","IND","WILKIE",33761
"TAS",195,"FRAN","Franklin","","Informal",2284
"TAS",195,"FRAN","Franklin","LP","YOUNG",21969
"TAS",195,"FRAN","Franklin","ALP","COLLINS",30911
"TAS",195,"FRAN","Franklin","GRN","DARKO",11420
"TAS",195,"FRAN","Franklin","UAPP","WINTER",4704
"TAS",195,"FRAN","Franklin","FACN","HAWES",1257
"TAS",196,"LYON","Lyons","","Informal",3427
"TAS",196,"LYON","Lyons","LP","WHELAN",17301
"TAS",196,"LYON","Lyons","ALP","MITCHELL",26091
"TAS",196,"LYON","Lyons","NP","HUTCHINSON",11222
"TAS",196,"LYON","Lyons","ON","MURTAGH",5820
"TAS",196,"LYON","Lyons","GRN","WHISSON",6765
"TAS",196,"LYON","Lyons","UAPP","WARNE",4365
"VIC",197,"ASTO","Aston","","Informal",3829
"VIC",197,"ASTO","Aston","UAPP","SIRIANNI-DUFFY",3611
"VIC",197,"ASTO","Aston","ALP","PETHIYAGODA",29839
"VIC",197,"ASTO","Aston","DLP","KENNEDY",3029
"VIC",197,"ASTO","Aston","GVIC","COOKSON",8867
"VIC",197,"ASTO","Aston","LP","TUDGE",54744
"VIC",198,"BALL","Ballarat","","Informal",4142
"VIC",198,"BALL","Ballarat","IND","SHADY",1829
"VIC",198,"BALL","Ballarat","IND","COLE",107
"VIC",198,"BALL","Ballarat","IND","GRAHAM",1198
"VIC",198,"BALL","Ballarat","IND","DYSON",566
"VIC",198,"BALL","Ballarat","ALP","ALP_BALL",44251
"VIC",198,"BALL","Ballarat","LP","LP_BALL",29879
"VIC",198,"BALL","Ballarat","GRN","GRN_BALL",8479
"VIC",198,"BALL","Ballarat","AJP","AJP_BALL",3519
"VIC",198,"BALL","Ballarat","RUA","RUA_BALL",63
"VIC",198,"BALL","Ballarat","DHJP","DHJP_BALL",142
"VIC",198,"BALL","Ballarat","UAPP","UAPP_BALL",4341
"VIC",200,"BEND","Bendigo","","Informal",4135
"VIC",200,"BEND","Bendigo","ALP","ALP_BEND",42177
"VIC",200,"BEND","Bendigo","LP","LP_BEND",30730
"VIC",200,"BEND","Bendigo","GRN","GRN_BEND",10552
"VIC",200,"BEND","Bendigo","ON","ON_BEND",6039
"VIC",200,"BEND","Bendigo","RUA","RUA_BEND",1414
"VIC",200,"BEND","Bendigo","FACN","FACN_BEND",1608
"VIC",200,"BEND","Bendigo","UAPP","UAPP_BEND",4187
"VIC",201,"BRUC","Bruce","","Informal",5197
"VIC",201,"BRUC","Bruce","ALP","ALP_BRUC",46471
"VIC",201,"BRUC","Bruce","LP","LP_BRUC",34527
"VIC",201,"BRUC","Bruce","GRN","GRN_BRUC",7378
"VIC",201,"BRUC","Bruce","ON","ON_BRUC",984
"VIC",201,"BRUC","Bruce","AJP","AJP_BRUC",70
"VIC",201,"BRUC","Bruce","SPP","SPP_BRUC",64
"VIC",201,"BRUC","Bruce","RUA","RUA_BRUC",278
"VIC",201,"BRUC","Bruce","DHJP","DHJP_BRUC",842
"VIC",201,"BRUC","Bruce","FACN","FACN_BRUC",2159
"VIC",201,"BRUC","Bruce","UAPP","UAPP_BRUC",3967
"VIC",203,"CALW","Calwell","","Informal",7889
"VIC",203,"CALW","Calwell","ALP","ALP_CALW",41682
"VIC",203,"CALW","Calwell","LP","LP_CALW",18600
"VIC",203,"CALW","Calwell","GRN","GRN_CALW",5151
"VIC",203,"CALW","Calwell","CEC","CEC_CALW",2582
"VIC",203,"CALW","Calwell","SEP","SEP_CALW",725
"VIC",203,"CALW","Calwell","FACN","FACN_CALW",1529
"VIC",203,"CALW","Calwell","UAPP","UAPP_CALW",2654
"VIC",203,"CALW","Calwell","VNS","VNS_CALW",3663
"VIC",204,"CASE","Casey","","Informal",6934
"VIC",204,"CASE","Casey","IND","CHARLETON",2302
"VIC",204,"CASE","Casey","IND","FOZARD",0
"VIC",204,"CASE","Casey","IND","VERHOEVEN",0
"VIC",204,"CASE","Casey","ALP","ALP_CASE",28874
"VIC",204,"CASE","Casey","LP","LP_CASE",45586
"VIC",204,"CASE","Casey","DLP","DLP_CASE",2246
"VIC",204,"CASE","Casey","GRN","GRN_CASE",11036
"VIC",204,"CASE","Casey","ON","ON_CASE",45
"VIC",204,"CASE","Casey","AJP","AJP_CASE",3105
"VIC",204,"CASE","Casey","RUA","RUA_CASE",830
"VIC",204,"CASE","Casey","DHJP","DHJP_CASE",3342
"VIC",204,"CASE","Casey","GAP","GAP_CASE",801
"VIC",204,"CASE","Casey","UAPP","UAPP_CASE",2629
"VIC",205,"CHIS","Chisholm","","Informal",4321
"VIC",205,"CHIS","Chisholm","IND","DOBBY",1637
"VIC",205,"CHIS","Chisholm","IND","JANSON",11
"VIC",205,"CHIS","Chisholm","ALP","ALP_CHIS",35254
"VIC",205,"CHIS","Chisholm","LP","LP_CHIS",42712
"VIC",205,"CHIS","Chisholm","DLP","DLP_CHIS",1160
"VIC",205,"CHIS","Chisholm","GRN","GRN_CHIS",10319
"VIC",205,"CHIS","Chisholm","AJP","AJP_CHIS",1215
"VIC",205,"CHIS","Chisholm","SPP","SPP_CHIS",553
"VIC",205,"CHIS","Chisholm","RUA","RUA_CHIS",716
"VIC",205,"CHIS","Chisholm","DHJP","DHJP_CHIS",1390
"VIC",205,"CHIS","Chisholm","REAS","REAS_CHIS",1
"VIC",205,"CHIS","Chisholm","UAPP","UAPP_CHIS",2095
"VIC",320,"COOP","Cooper","","Informal",4870
"VIC",320,"COOP","Cooper","IND","VAN LIESHOUT",1622
"VIC",320,"COOP","Cooper","ALP","ALP_COOP",44067
"VIC",320,"COOP","Cooper","LP","LP_COOP",18432
"VIC",320,"COOP","Cooper","GRN","GRN_COOP",19682
"VIC",320,"COOP","Cooper","AJP","AJP_COOP",2400
"VIC",320,"COOP","Cooper","REAS","REAS_COOP",2026
"VIC",320,"COOP","Cooper","UAPP","UAPP_COOP",1849
"VIC",320,"COOP","Cooper","VNS","VNS_COOP",3968
"VIC",328,"CORA","Corangamite","","Informal",3667
"VIC",328,"CORA","Corangamite","IND","SHADY",6
"VIC",328,"CORA","Corangamite","IND","COLE",4490
"VIC",328,"CORA","Corangamite","IND","GRAHAM",5
"VIC",328,"CORA","Corangamite","IND","DYSON",10
"VIC",328,"CORA","Corangamite","ALP","ALP_CORA",31883
"VIC",328,"CORA","Corangamite","LP","LP_CORA",37768
"VIC",328,"CORA","Corangamite","GRN","GRN_CORA",7763
"VIC",328,"CORA","Corangamite","AJP","AJP_CORA",1910
"VIC",328,"CORA","Corangamite","RUA","RUA_CORA",968
"VIC",328,"CORA","Corangamite","DHJP","DHJP_CORA",2343
"VIC",328,"CORA","Corangamite","UAPP","UAPP_CORA",1944
"VIC",208,"CORI","Corio","","Informal",3648
"VIC",208,"CORI","Corio","ALP","ALP_CORI",47010
"VIC",208,"CORI","Corio","LP","LP_CORI",33426
"VIC",208,"CORI","Corio","GRN","GRN_CORI",12902
"VIC",208,"CORI","Corio","UAPP","UAPP_CORI",5414
"VIC",209,"DEAK","Deakin","","Informal",4329
"VIC",209,"DEAK","Deakin","IND","DOBBY",189
"VIC",209,"DEAK","Deakin","IND","JANSON",1495
"VIC",209,"DEAK","Deakin","ALP","ALP_DEAK",33017
"VIC",209,"DEAK","Deakin","LP","LP_DEAK",48689
"VIC",209,"DEAK","Deakin","DLP","DLP_DEAK",1562
"VIC",209,"DEAK","Deakin","GRN","GRN_DEAK",9480
"VIC",209,"DEAK","Deakin","AJP","AJP_DEAK",1998
"VIC",209,"DEAK","Deakin","RUA","RUA_DEAK",53
"VIC",209,"DEAK","Deakin","DHJP","DHJP_DEAK",3372
"VIC",209,"DEAK","Deakin","REAS","REAS_DEAK",67
"VIC",209,"DEAK","Deakin","UAPP","UAPP_DEAK",2109
"VIC",210,"DUNK","Dunkley","","Informal",5250
"VIC",210,"DUNK","Dunkley","ALP","MURPHY",37301
"VIC",210,"DUNK","Dunkley","UAPP","JEAN",2513
"VIC",210,"DUNK","Dunkley","GVIC","GREEN",8125
"VIC",210,"DUNK","Dunkley","AJP","JOHNSTON",2961
"VIC",210,"DUNK","Dunkley","DHJP","O'CONNELL",5027
"VIC",210,"DUNK","Dunkley","RUA","GENTLE",948
"VIC",210,"DUNK","Dunkley","LP","CREWTHER",38616
"VIC",210,"DUNK","Dunkley","FACN","JAMES",1337
"VIC",211,"FLIN","Flinders","","Informal",6124
"VIC",211,"FLIN","Flinders","IND","DREGER",940
"VIC",211,"FLIN","Flinders","IND","BANKS",13367
"VIC",211,"FLIN","Flinders","ALP","SINCLAIR",23982
"VIC",211,"FLIN","Flinders","UAPP","McSHANE",2447
"VIC",211,"FLIN","Flinders","GVIC","LESSLIE",6599
"VIC",211,"FLIN","Flinders","AJP","PERSSON",2304
"VIC",211,"FLIN","Flinders","IND","BEVERIDGE",948
"VIC",211,"FLIN","Flinders","SPP","SMITH",1072
"VIC",211,"FLIN","Flinders","LP","HUNT",45293
"VIC",321,"FRAS","Fraser","","Informal",4722
"VIC",321,"FRAS","Fraser","IND","TRAN",3623
"VIC",321,"FRAS","Fraser","ALP","ALP_FRAS",47482
"VIC",321,"FRAS","Fraser","LP","LP_FRAS",22391
"VIC",321,"FRAS","Fraser","GRN","GRN_FRAS",12978
"VIC",321,"FRAS","Fraser","GAP","GAP_FRAS",957
"VIC",321,"FRAS","Fraser","UAPP","UAPP_FRAS",6067
"VIC",212,"GELL","Gellibrand","","Informal",3434
"VIC",212,"GELL","Gellibrand","","MOINUDDIN",163
"VIC",212,"GELL","Gellibrand","ALP","ALP_GELL",44692
"VIC",212,"GELL","Gellibrand","LP","LP_GELL",28052
"VIC",212,"GELL","Gellibrand","GRN","GRN_GELL",12640
"VIC",212,"GELL","Gellibrand","AFN","AFN_GELL",465
"VIC",212,"GELL","Gellibrand","UAPP","UAPP_GELL",5155
"VIC",213,"GIPP","Gippsland","","Informal",5320
"VIC",213,"GIPP","Gippsland","ALP","HOLM",22426
"VIC",213,"GIPP","Gippsland","UAPP","BREWER",4257
"VIC",213,"GIPP","Gippsland","NP","CHESTER",52202
"VIC",213,"GIPP","Gippsland","GVIC","FOSKEY",5835
"VIC",213,"GIPP","Gippsland","ASP","SNELLING",6872
"VIC",213,"GIPP","Gippsland","IND","BUCKLEY",3043
"VIC",213,"GIPP","Gippsland","FACN","TICKNER",2043
"VIC",214,"GOLD","Goldstein","","Informal",2244
"VIC",214,"GOLD","Goldstein","IND","CASLEY",1349
"VIC",214,"GOLD","Goldstein","ALP","POLLOCK",28118
"VIC",214,"GOLD","Goldstein","UAPP","CONNOLLY",1945
